姓	名	小时工资	工作小时	工作职场	头衔	入职时间
石	炜	29.14	41	南京雨花台	前端开发	2018/09/24
张	思华	35.19	39	深圳南山	产品经理	2007/08/10
戴	朝晖	2.7	41	南京雨花台	前端开发	2008/10/25
周	爱国	50.59	27	浦东张江	后台开发	2015/08/18
汤	文杰	33.47	33	浦东陆家嘴	系统管理	1998/05/25
曾	丽	15.28	22	海淀五道口	存储管理	2002/07/22
林	捷	49.46	37	深圳南山	后台开发	2014/08/10
严	欢	58.57	28	南京雨花台	DBA	2015/01/16
魏	心愿	35.84	34	南京雨花台	系统管理	2014/12/02
涂	腾	59.16	47	南京雨花台	UI设计	2016/02/27
何	国贤	51.1	44	深圳南山	系统管理	2013/11/15
赵	宁	19.39	40	深圳南山	云平台管理	2017/02/03
唐	旭	11.46	38	深圳南山	产品经理	2006/08/05
汤	飞	4.32	50	浦东陆家嘴	后台开发	2017/12/16
柳	倩	25.86	40	南京雨花台	系统管理	2003/01/05
舒	正	48.8	44	海淀五道口	存储管理	2018/05/28
钱	丽	34.86	44	深圳南山	DBA	2019/07/20
曹	茵	14.47	38	深圳南山	系统管理	2004/12/21
谢	健林	39.1	28	浦东陆家嘴	系统管理	2012/03/17
黄	宇进	48.39	47	浦东陆家嘴	系统管理	2011/10/24
杨	思聪	16.82	31	深圳南山	后台开发	2016/06/22
汤	东	30.19	36	浦东张江	产品经理	2002/11/04
竺	思华	27.8	36	浦东陆家嘴	产品经理	2022/02/07
朱	伟敏	10.1	26	浦东陆家嘴	后台开发	2012/08/25
齐	宁	5.9	21	南京雨花台	前端开发	2012/09/18
彭	健林	59.37	33	南京雨花台	产品经理	2012/03/05
肖	欢	16.21	44	海淀五道口	存储管理	2000/01/23
魏	建刚	40.72	30	浦东陆家嘴	云平台管理	2005/02/23
张	雷	57.68	24	浦东陆家嘴	产品经理	1998/05/18
汤	欣	50.96	33	深圳南山	云平台管理	2022/01/28
顾	军	23.45	32	浦东张江	后台开发	2000/06/19
孔	炜	23.18	26	南京雨花台	后台开发	2005/12/28
戴	茹云	24.7	20	深圳南山	UI设计	2000/09/25
江	海峰	36.55	21	海淀五道口	系统管理	2010/07/16
孔	昕	18.59	26	海淀五道口	系统管理	2009/11/21
何	军	17.1	20	深圳南山	DBA	2008/01/09
岳	健林	11.8	43	浦东陆家嘴	UI设计	2012/07/13
郭	海波	19.5	33	浦东张江	系统管理	2004/06/20
严	心愿	48.56	22	海淀五道口	UI设计	2019/09/07
夏	昕	31.38	47	深圳南山	DBA	2021/10/04
钱	相龙	14.24	30	南京雨花台	产品经理	2002/01/24
邹	旭	44.24	24	深圳南山	后台开发	2006/08/09
叶	松涛	17.31	41	深圳南山	DBA	1999/02/25
刘	捷	25.38	30	浦东张江	DBA	2012/10/19
薛	晨	19.84	34	深圳南山	前端开发	2020/07/19
钱	军	11.98	23	海淀五道口	系统管理	2007/06/10
周	宁	9.82	28	南京雨花台	产品经理	2022/08/03
边	茹云	41.8	28	海淀五道口	UI设计	1998/12/10
吴	倩	9.32	23	浦东张江	后台开发	1998/04/12
肖	东	39.65	27	南京雨花台	存储管理	2022/04/09
刘	磊	1.75	41	南京雨花台	云平台管理	2016/08/09
曹	宁	4.73	33	浦东张江	UI设计	1999/11/04
肖	明	12.54	36	浦东张江	DBA	2005/07/07
邹	国贤	21.54	33	浦东张江	存储管理	2007/01/21
陈	华世	38.91	33	浦东张江	UI设计	2006/04/16
杨	美雅	5.2	26	南京雨花台	UI设计	2016/01/04
曾	一涵	43.81	25	浦东陆家嘴	系统管理	2017/11/09
孔	丽亚	19.9	32	深圳南山	UI设计	2005/09/27
孙	昕	30.22	40	深圳南山	系统管理	2005/10/12
徐	欣	9.61	49	浦东张江	产品经理	2021/06/15
唐	强	40.8	32	浦东张江	后台开发	2005/05/19
王	勇	16.52	40	海淀五道口	UI设计	2018/05/09
徐	丽亚	1.87	43	南京雨花台	产品经理	2018/02/22
高	一涵	11.1	37	南京雨花台	UI设计	2016/04/06
鲁	欣	12.3	22	海淀五道口	UI设计	2014/05/28
曹	楠	47.98	40	海淀五道口	DBA	2007/10/26
黄	楠	27.35	32	浦东张江	前端开发	2010/08/04
蒋	东	4.35	41	海淀五道口	前端开发	2021/02/14
祝	琦	4.27	23	南京雨花台	云平台管理	2004/01/19
许	爱国	25.59	21	浦东陆家嘴	DBA	2019/08/11
陈	倩	58.5	34	浦东陆家嘴	DBA	2013/09/28
石	茉莉	27.22	34	海淀五道口	DBA	2001/12/02
王	东	20.74	34	海淀五道口	DBA	1999/01/26
华	正	38.8	27	浦东张江	存储管理	2000/12/23
蒋	丽亚	38.46	29	海淀五道口	UI设计	2011/10/20
岳	军	60.86	26	南京雨花台	云平台管理	2007/05/02
柳	欢	2.9	41	深圳南山	系统管理	2018/05/24
王	子轩	16.13	25	深圳南山	前端开发	2003/07/10
竺	华健	44.49	50	浦东张江	后台开发	2021/01/22
白	军	49.88	23	南京雨花台	DBA	1999/11/12
李	阳	35.71	49	浦东陆家嘴	DBA	2021/10/02
郑	飞	15.38	25	浦东陆家嘴	DBA	2012/07/16
舒	美雅	56.93	48	浦东张江	存储管理	2013/11/19
卢	华健	47.55	42	浦东陆家嘴	云平台管理	2021/06/16
华	鑫	36.6	31	海淀五道口	前端开发	2003/11/17
严	波	16.48	40	海淀五道口	产品经理	2012/04/06
江	旭	21.3	29	南京雨花台	云平台管理	2008/02/21
赵	勇	37.77	29	浦东陆家嘴	云平台管理	2004/06/22
卢	强	38.93	33	浦东陆家嘴	后台开发	2019/09/02
石	茹云	25.11	33	浦东陆家嘴	系统管理	2015/09/08
岳	楠	30.33	46	浦东陆家嘴	DBA	2004/12/22
彭	倩	10.1	32	浦东陆家嘴	产品经理	2002/02/06
牛	薇亚	12.32	42	深圳南山	存储管理	2008/07/10
林	晨	41.38	45	深圳南山	云平台管理	2012/03/14
杨	明	1.8	27	海淀五道口	UI设计	2013/07/13
李	琴	24.1	41	南京雨花台	系统管理	2022/06/17
李	华健	1.86	41	深圳南山	DBA	2011/05/16
黄	阳	7.19	50	海淀五道口	系统管理	2009/09/03
刘	松涛	25.31	21	浦东张江	系统管理	2010/10/12
齐	建	5.62	41	浦东陆家嘴	DBA	2021/10/07
涂	波	41.33	49	浦东张江	后台开发	2006/10/27
杜	伟敏	47.81	42	浦东陆家嘴	产品经理	1999/01/17
顾	炜	33.6	24	南京雨花台	DBA	2011/03/28
姜	波	36.62	20	南京雨花台	后台开发	2006/02/28
杨	子轩	20.26	30	南京雨花台	UI设计	2004/01/16
鲁	倩	20.0	22	南京雨花台	产品经理	2018/11/22
薛	心愿	0.28	31	南京雨花台	产品经理	2012/04/17
卢	磊	4.61	32	浦东陆家嘴	UI设计	2011/03/08
陆	阳	51.95	32	浦东陆家嘴	云平台管理	2013/05/04
吴	相龙	24.99	50	浦东陆家嘴	UI设计	2018/11/11
黄	建	44.36	34	海淀五道口	后台开发	2015/08/25
石	建	57.2	37	浦东张江	产品经理	2001/11/13
刘	茉莉	55.5	48	深圳南山	系统管理	2019/07/07
李	思华	40.87	42	深圳南山	存储管理	2007/09/09
戴	欣	48.62	33	海淀五道口	前端开发	2006/07/25
谢	为民	43.59	30	深圳南山	后台开发	2008/09/04
王	朝晖	34.89	39	浦东张江	前端开发	1998/02/20
华	华世	58.52	24	南京雨花台	系统管理	2002/06/17
邹	建	54.78	31	深圳南山	存储管理	2012/01/03
黄	国贤	29.85	20	浦东张江	DBA	2008/09/22
白	阳	36.94	41	深圳南山	前端开发	2014/12/28
孙	新海	56.74	24	海淀五道口	存储管理	2012/09/10
杨	东	9.1	27	浦东张江	前端开发	2001/12/12
江	薇亚	0.91	28	浦东陆家嘴	系统管理	2008/06/13
涂	丽	50.17	20	浦东陆家嘴	产品经理	2005/11/23
王	美雅	43.8	26	海淀五道口	云平台管理	2013/06/03
竺	松涛	15.0	44	浦东张江	产品经理	2012/04/15
顾	欣	35.44	27	海淀五道口	产品经理	1998/12/11
曹	鑫	18.21	29	浦东张江	前端开发	2014/11/27
陆	美雅	33.5	41	南京雨花台	存储管理	2002/10/23
蒋	磊	58.41	49	浦东张江	前端开发	2003/09/14
杨	为民	26.52	28	浦东张江	云平台管理	2022/05/21
祝	新力	46.63	45	南京雨花台	后台开发	2019/02/17
柳	宇进	18.5	32	海淀五道口	DBA	2001/06/19
白	欣	16.99	31	深圳南山	产品经理	1999/05/18
戴	爱国	29.2	29	浦东陆家嘴	UI设计	1998/12/10
许	昕	51.92	25	深圳南山	前端开发	2013/05/05
顾	捷	0.8	32	浦东陆家嘴	DBA	2011/05/23
赵	薇亚	32.52	34	南京雨花台	前端开发	2022/12/15
夏	明	46.47	38	海淀五道口	DBA	2011/06/26
徐	倩	44.64	36	深圳南山	后台开发	2011/11/22
孔	飞	32.83	31	南京雨花台	系统管理	2000/10/23
王	丹丹	56.69	32	浦东张江	DBA	2015/04/26
徐	刚	29.53	31	南京雨花台	UI设计	1998/08/08
曹	建	40.9	20	海淀五道口	系统管理	2010/05/12
廖	捷	13.96	38	南京雨花台	后台开发	2003/09/23
肖	国贤	32.3	48	深圳南山	系统管理	2012/07/16
祝	明	53.52	46	浦东陆家嘴	后台开发	2018/09/18
齐	为民	13.7	43	浦东张江	前端开发	2007/10/13
卢	美雅	49.88	28	浦东张江	前端开发	2012/02/14
林	鑫	31.14	49	浦东陆家嘴	存储管理	1999/08/10
钱	朝晖	7.86	49	深圳南山	存储管理	2003/01/18
郭	强	42.86	23	浦东张江	产品经理	2011/10/24
冯	建	15.56	36	深圳南山	云平台管理	1999/07/26
蒋	海峰	23.5	44	南京雨花台	云平台管理	2017/03/26
陈	华健	33.48	20	浦东陆家嘴	UI设计	2000/08/28
顾	文杰	1.7	39	海淀五道口	系统管理	1999/07/02
蒋	丹丹	51.11	20	海淀五道口	产品经理	2019/09/01
廖	娟	1.68	21	深圳南山	系统管理	1999/06/08
唐	健	49.58	34	南京雨花台	产品经理	2012/03/01
张	华世	11.71	28	海淀五道口	存储管理	2007/03/22
孙	波	6.61	31	浦东张江	前端开发	1999/01/11
岳	茹云	31.93	49	海淀五道口	UI设计	1999/09/09
高	昕	12.25	25	海淀五道口	DBA	2003/11/07
卢	军	32.71	27	南京雨花台	云平台管理	2008/02/27
马	捷	20.3	49	浦东陆家嘴	DBA	2000/03/17
姜	文杰	35.23	27	海淀五道口	UI设计	2004/12/16
彭	琴	12.12	50	深圳南山	UI设计	2002/02/10
蒋	华健	23.52	24	浦东张江	产品经理	2010/02/22
彭	丽亚	49.91	32	浦东陆家嘴	前端开发	2009/10/04
江	健林	0.26	23	海淀五道口	产品经理	2011/03/04
华	国贤	4.56	38	浦东张江	云平台管理	2020/10/26
涂	吉祥	36.93	31	浦东陆家嘴	产品经理	2004/05/24
邹	新力	46.48	34	浦东张江	DBA	2019/07/28
鲁	国贤	56.11	46	深圳南山	云平台管理	1999/07/01
郭	飞	40.15	23	南京雨花台	云平台管理	2019/06/21
许	琦	20.85	33	浦东张江	后台开发	2006/08/17
夏	欣	51.93	30	浦东张江	前端开发	2016/08/14
廖	倩	3.72	23	南京雨花台	DBA	2001/07/18
严	海峰	45.32	25	海淀五道口	UI设计	2009/12/07
刘	琴	16.35	50	浦东张江	后台开发	2003/05/13
涂	海波	38.74	36	深圳南山	DBA	2002/05/05
鲁	昕	59.39	35	浦东陆家嘴	后台开发	2013/11/19
高	茹云	5.1	46	深圳南山	系统管理	2022/01/13
舒	茹云	12.31	49	浦东张江	后台开发	2007/05/12
袁	刚	49.55	35	浦东张江	DBA	2001/11/11
戴	吉祥	12.27	25	南京雨花台	前端开发	2011/06/18
许	文杰	45.36	36	浦东陆家嘴	前端开发	2014/10/11
郑	丽	38.2	50	浦东张江	产品经理	2014/12/09
彭	建	24.86	49	浦东陆家嘴	UI设计	2021/02/23
顾	丽	38.54	45	浦东陆家嘴	DBA	2002/12/21
黄	晨	35.97	24	深圳南山	系统管理	2007/08/22
薛	朝晖	12.88	43	海淀五道口	前端开发	1998/02/10
曾	正	20.83	29	南京雨花台	产品经理	2016/10/02
李	思聪	23.71	49	深圳南山	UI设计	2007/12/03
廖	昕	38.23	25	深圳南山	前端开发	2010/06/13
彭	腾	55.7	31	深圳南山	DBA	2006/03/10
周	健林	18.73	20	深圳南山	DBA	2020/08/06
廖	心愿	58.88	27	浦东陆家嘴	DBA	2018/07/15
顾	晨	58.8	49	南京雨花台	前端开发	2013/04/23
黄	华世	54.45	27	南京雨花台	产品经理	2022/02/27
高	文杰	31.53	24	浦东陆家嘴	云平台管理	2003/09/27
汤	雷	51.63	34	海淀五道口	UI设计	2005/10/10
李	健	54.13	22	南京雨花台	存储管理	2008/03/04
舒	鑫	10.9	21	深圳南山	产品经理	2014/10/14
叶	军	19.57	31	海淀五道口	DBA	2021/07/11
白	丽亚	5.21	29	浦东陆家嘴	UI设计	2019/02/07
朱	子轩	40.39	37	浦东陆家嘴	前端开发	2008/06/21
岳	子轩	50.46	36	浦东张江	DBA	1998/08/08
齐	飞	4.99	24	海淀五道口	后台开发	2006/10/03
岳	思聪	31.31	33	浦东张江	存储管理	2017/01/23
吴	正	6.2	38	浦东张江	后台开发	2009/07/01
姜	昕	4.63	23	深圳南山	DBA	2006/03/12
马	建	13.0	25	浦东张江	云平台管理	2010/02/12
周	旭东	2.52	35	浦东张江	前端开发	2005/11/06
陈	波	40.76	49	南京雨花台	存储管理	2003/12/04
郭	相龙	52.85	30	南京雨花台	UI设计	2004/07/27
吴	吉祥	45.7	36	浦东张江	DBA	2012/05/26
郑	晨	14.44	35	浦东张江	云平台管理	2006/04/04
肖	相龙	35.29	23	浦东陆家嘴	UI设计	2006/03/04
张	宇进	56.77	47	海淀五道口	存储管理	2016/07/08
华	丹丹	29.76	48	浦东张江	前端开发	2002/07/08
涂	新力	21.2	40	深圳南山	DBA	2021/08/05
廖	旭东	3.9	38	浦东陆家嘴	前端开发	2014/08/28
唐	文杰	29.61	36	浦东张江	存储管理	2021/07/24
何	薇亚	23.18	41	深圳南山	存储管理	2020/02/24
白	正	17.28	22	浦东陆家嘴	DBA	2003/12/27
孙	茵	17.4	49	浦东陆家嘴	存储管理	2011/04/06
舒	倩	41.43	42	海淀五道口	存储管理	2018/04/11
何	明	39.6	31	深圳南山	产品经理	2019/10/21
边	海波	21.41	22	深圳南山	产品经理	2012/07/16
边	茵	44.98	34	南京雨花台	DBA	2006/05/24
郭	旭	7.73	46	海淀五道口	UI设计	2011/03/08
曹	军	40.4	46	浦东陆家嘴	前端开发	2022/01/12
袁	军	29.36	44	深圳南山	DBA	2004/07/13
华	心愿	19.63	24	海淀五道口	存储管理	2001/02/02
夏	吉祥	2.45	49	浦东张江	UI设计	2010/12/17
涂	思聪	53.44	42	海淀五道口	存储管理	2017/12/28
黄	强	40.5	36	南京雨花台	DBA	2001/01/07
竺	军	9.2	43	浦东张江	存储管理	2012/06/06
汤	伟敏	41.34	23	深圳南山	UI设计	2006/12/07
蒋	倩	26.67	25	南京雨花台	UI设计	2002/11/08
周	伟敏	16.13	40	浦东陆家嘴	产品经理	2022/03/05
魏	勇	55.85	26	浦东张江	DBA	2002/10/05
杨	茹云	47.16	49	海淀五道口	云平台管理	2001/11/12
舒	新力	10.79	31	深圳南山	UI设计	2011/05/05
薛	国贤	27.62	43	海淀五道口	后台开发	2011/07/05
郭	旭东	4.57	40	浦东陆家嘴	DBA	2002/01/28
邹	健	45.73	37	浦东陆家嘴	UI设计	2017/03/22
钱	一涵	37.13	20	南京雨花台	DBA	2012/02/06
严	薇亚	1.93	50	浦东陆家嘴	后台开发	2019/07/10
肖	炜	29.35	40	海淀五道口	后台开发	2013/05/19
鲁	松涛	16.1	33	浦东张江	UI设计	2012/08/17
薛	建	25.73	23	深圳南山	云平台管理	2006/07/17
朱	建	38.48	32	深圳南山	DBA	2003/09/24
竺	新海	54.69	36	海淀五道口	系统管理	2011/03/21
谢	琦	13.94	25	深圳南山	DBA	2018/06/03
陆	昕	35.68	39	浦东张江	存储管理	2011/10/28
邹	琴	59.19	49	浦东陆家嘴	存储管理	2013/06/05
徐	阳	26.11	43	海淀五道口	云平台管理	2022/03/20
张	鑫	42.31	26	南京雨花台	系统管理	2012/05/25
白	新海	28.23	41	海淀五道口	UI设计	1998/05/19
陈	美雅	22.89	41	南京雨花台	云平台管理	2020/12/12
竺	欢	6.29	31	南京雨花台	产品经理	2004/12/21
高	刚	60.21	25	南京雨花台	存储管理	2005/03/05
陆	新力	39.71	43	海淀五道口	云平台管理	2017/04/14
张	聪	9.19	39	海淀五道口	DBA	2010/11/12
鲁	子轩	1.32	25	浦东陆家嘴	云平台管理	2015/07/12
郑	欢	38.78	29	海淀五道口	后台开发	2012/12/03
竺	薇亚	15.74	34	浦东陆家嘴	产品经理	1998/11/12
姜	茉莉	21.31	44	深圳南山	云平台管理	2011/08/11
王	丽	17.45	46	南京雨花台	UI设计	2003/02/19
江	健	11.58	21	海淀五道口	DBA	2001/10/27
顾	阳	1.1	35	深圳南山	存储管理	2003/06/25
高	晨	5.91	32	南京雨花台	产品经理	2006/01/21
边	相龙	10.23	49	浦东张江	产品经理	2001/02/09
严	炜	53.28	44	深圳南山	存储管理	2004/06/23
曾	新力	4.59	21	海淀五道口	后台开发	2007/06/07
岳	昕	43.95	23	南京雨花台	产品经理	2004/01/19
肖	晨	17.2	22	海淀五道口	产品经理	2015/11/14
顾	伟敏	33.71	37	深圳南山	UI设计	2009/02/24
谢	新力	49.51	21	浦东陆家嘴	后台开发	1999/07/01
曾	相龙	53.43	36	浦东张江	云平台管理	2004/03/04
邹	娟	5.82	33	深圳南山	产品经理	2002/03/02
李	丽	23.12	46	南京雨花台	前端开发	2001/05/26
黄	薇亚	36.71	26	海淀五道口	系统管理	2011/05/03
白	昕	20.95	41	浦东张江	系统管理	2006/10/08
徐	思华	20.78	36	海淀五道口	后台开发	1998/01/11
卢	刚	40.98	48	浦东张江	前端开发	2021/11/12
刘	波	59.86	44	浦东张江	DBA	2002/07/18
钱	国贤	3.97	46	南京雨花台	系统管理	2011/02/04
李	华世	38.73	38	海淀五道口	云平台管理	2010/02/02
柳	聪	37.61	25	深圳南山	系统管理	2004/12/17
彭	茵	37.81	26	浦东陆家嘴	UI设计	1999/12/14
徐	鑫	52.2	25	浦东张江	DBA	2005/02/19
曹	聪	55.86	32	南京雨花台	DBA	2000/01/20
刘	建刚	28.73	48	深圳南山	UI设计	2001/10/02
刘	飞	33.9	40	浦东陆家嘴	存储管理	2006/01/10
张	军	27.83	27	浦东张江	DBA	2017/04/12
魏	华世	14.76	29	海淀五道口	DBA	2012/12/14
薛	文杰	56.27	45	南京雨花台	后台开发	2014/04/08
唐	宁	16.44	33	浦东张江	DBA	2005/03/21
鲁	一涵	15.31	24	深圳南山	云平台管理	2008/07/17
叶	欣	30.84	32	浦东陆家嘴	产品经理	2008/10/04
白	宇进	17.6	49	浦东陆家嘴	系统管理	2021/02/25
朱	琦	46.3	43	浦东陆家嘴	后台开发	2021/10/08
朱	新力	38.92	44	深圳南山	DBA	2012/10/28
王	波	46.32	23	深圳南山	DBA	2002/12/24
戴	健	25.55	35	深圳南山	DBA	2001/06/08
李	鑫	21.97	46	浦东陆家嘴	存储管理	2015/09/02
柳	茵	29.79	36	深圳南山	DBA	2021/10/24
张	彪	3.51	43	浦东张江	后台开发	2022/04/06
曹	磊	16.57	37	浦东陆家嘴	后台开发	2000/08/20
朱	思华	48.22	43	南京雨花台	后台开发	1998/02/04
薛	旭	38.35	20	浦东陆家嘴	产品经理	2019/11/28
祝	鑫	2.87	35	南京雨花台	存储管理	2015/06/24
叶	茵	56.13	37	浦东陆家嘴	DBA	2006/12/21
夏	松涛	4.96	32	南京雨花台	前端开发	2011/02/05
汤	旭	30.31	42	浦东张江	DBA	1998/04/02
戴	建刚	2.6	37	深圳南山	系统管理	2008/04/11
张	茵	43.57	23	南京雨花台	前端开发	2006/01/15
杜	健	46.44	37	浦东张江	系统管理	2017/06/20
竺	丽	8.59	39	浦东张江	UI设计	2012/09/12
冯	华健	58.93	33	海淀五道口	前端开发	2022/09/15
许	海峰	22.1	23	浦东陆家嘴	UI设计	2022/09/03
顾	爱国	12.59	26	南京雨花台	DBA	2012/10/10
邹	思华	13.4	21	浦东陆家嘴	产品经理	2002/06/01
顾	一涵	12.81	43	浦东张江	前端开发	2002/02/06
陈	为民	42.81	50	浦东陆家嘴	后台开发	2005/09/09
郑	茉莉	52.34	39	浦东张江	存储管理	2009/09/27
江	海波	3.1	33	南京雨花台	系统管理	2004/11/25
舒	旭东	33.87	33	浦东张江	产品经理	2008/03/07
竺	正	11.58	42	浦东陆家嘴	UI设计	2005/10/06
严	娟	17.34	22	南京雨花台	系统管理	2006/05/27
杨	海峰	27.21	33	海淀五道口	DBA	2020/01/25
高	伟敏	50.4	39	海淀五道口	产品经理	2009/08/17
肖	娟	10.77	34	南京雨花台	云平台管理	2017/08/01
朱	楠	55.79	42	浦东张江	后台开发	2001/02/09
叶	阳	46.22	35	南京雨花台	云平台管理	2012/10/21
薛	宁	5.38	45	浦东陆家嘴	UI设计	1998/06/16
谢	腾	49.19	44	浦东陆家嘴	UI设计	2017/08/15
石	一涵	40.97	22	深圳南山	UI设计	1999/12/02
牛	炜	47.25	33	南京雨花台	后台开发	2013/10/10
杨	飞	11.31	44	浦东张江	云平台管理	2014/05/10
赵	海波	57.86	38	浦东张江	系统管理	2009/09/26
陈	聪	21.37	30	浦东陆家嘴	产品经理	2009/08/04
叶	华健	50.85	20	浦东陆家嘴	系统管理	2002/11/02
冯	丽	8.27	41	深圳南山	系统管理	2006/03/19
邹	茉莉	10.83	30	深圳南山	产品经理	2021/01/05
郑	朝晖	21.17	28	浦东张江	UI设计	2005/12/25
谢	阳	50.91	23	海淀五道口	前端开发	1999/07/14
王	腾	8.6	27	浦东张江	UI设计	2019/05/05
吴	阳	43.88	48	南京雨花台	DBA	2021/11/12
彭	新海	8.12	44	南京雨花台	云平台管理	2019/06/06
廖	子轩	54.45	30	浦东陆家嘴	云平台管理	2004/05/14
严	昕	51.38	24	浦东张江	DBA	2008/05/04
曹	新力	59.8	44	浦东陆家嘴	前端开发	2018/09/08
顾	昕	9.81	47	浦东张江	UI设计	2016/10/20
祝	子轩	9.65	21	深圳南山	产品经理	2010/10/24
卢	丽亚	48.23	38	浦东陆家嘴	后台开发	2005/10/22
谢	东	9.45	27	浦东张江	系统管理	2003/05/05
江	娟	37.33	22	深圳南山	产品经理	2016/10/09
祝	丽亚	54.78	27	深圳南山	DBA	2003/11/03
高	国贤	28.36	26	浦东陆家嘴	DBA	2019/12/05
冯	松涛	43.71	46	浦东张江	存储管理	2003/10/21
高	勇	44.64	49	海淀五道口	云平台管理	2005/02/05
姜	松涛	30.37	40	浦东陆家嘴	云平台管理	2016/12/19
薛	腾	49.14	32	浦东陆家嘴	产品经理	2004/05/21
顾	松涛	35.38	22	深圳南山	云平台管理	2019/09/05
肖	楠	17.33	50	浦东陆家嘴	UI设计	2004/11/12
